PAPER_TITLE,DOI,YEAR,OPEN_ACCESS_OA,FUNDING_OA,AUTHOR_NAME,AUTHOR_POS_OA,IS_CORRESPONDING_OA,AFFILIATION_OA,GEO_COUNTRY_OA,AUTHOR_ID_OA,ORCID,WORKS_COUNT_OA,CITATIONS_OA,HINDEX_OA,I10INDEX_OA,2YR_MEAN_OA,KEYWORDS_OA,PMID_PM,MESH_PM,FUNDING_PM,AUTHOR_NAME_PM,AFFILIATION_PM,AUTHOR_ID_SC,AUTHOR_NAME_SC,AFFILIATION_SC,FUNDING_SC,INFLUENTIAL_CITATIONS_SS,CITATION_CONTEXTS_SS,AUTHOR_ID_SS,AUTHOR_NAME_SS,ORCID_SS,HINDEX_SS,CITATIONS_SS,HINDEX_SC,CITATIONS_SC,DOC_COUNT_SC,SUBJECT_AREAS_SC,SENIORITY_SC,AUTHOR_ID_GS,INTERESTS_GS,ORCID_EMPLOYMENT,GENDER,PROFILE_CLASSIFICATION
"MIMIC-III, a freely accessible critical care database",10.1038/sdata.2016.35,2016,True,No data,Roger G. Mark,last,False,Beth Israel Deaconess Medical Center,US,A5074887163,0000-0002-6318-2978,264,46774,59,128,8.0,"Coursework, Database, Intensive care, Tertiary care, Medical emergency",27219127,"Critical Care, Databases, Factual, Humans, Intensive Care Units, Tertiary Care Centers",NIBIB NIH HHS | NIBIB NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS | NIBIB NIH HHS | NIGMS NIH HHS,NOT_FOUND_IN_PM,N/A,7102131901,Roger G. Mark,60022195,National Institute of General Medical Sciences,862,N/A,1978710,NOT_FOUND_IN_SS,NO_ORCID_SS,45,31132,60,45455,0,"Orthopedics and Sports Medicine | Modeling and Simulation | Endocrinology | Geometry and Topology | Public Health, Environmental and Occupational Health | Theoretical Computer Science | Medicine (all) | Computational Theory and Mathematics | Physics and Astronomy (all) | Medicine (miscellaneous) | Electrical and Electronic Engineering | Statistics, Probability and Uncertainty | Applied Mathematics | Behavioral Neuroscience | Mathematics (all) | Radiological and Ultrasound Technology | Artificial Intelligence | Internal Medicine | Library and Information Sciences | Statistics and Probability | Experimental and Cognitive Psychology | Control and Systems Engineering | Biochemistry | Engineering (all) | Radiology, Nuclear Medicine and Imaging | Nephrology | Computer Science (miscellaneous) | Hardware and Architecture | Physiology (medical) | Pharmacology | Control and Optimization | Catalysis | Biomaterials | Information Systems and Management | Geriatrics and Gerontology | Mechanical Engineering | Epidemiology | Physical Therapy, Sports Therapy and Rehabilitation | Instrumentation | Molecular Biology | Signal Processing | Energy Engineering and Power Technology | Neuroscience (all) | Software | Chemical Engineering (all) | Aging | Health Information Management | Neuropsychology and Physiological Psychology | Critical Care and Intensive Care Medicine | Anesthesiology and Pain Medicine | Transplantation | Multidisciplinary | Pulmonary and Respiratory Medicine | Computer Networks and Communications | Bioengineering | Computer Science Applications | Biophysics | Information Systems | Physiology | Computer Science (all) | Algebra and Number Theory | Decision Sciences (miscellaneous) | Numerical Analysis | Health Informatics | Cardiology and Cardiovascular Medicine | Computer Vision and Pattern Recognition | Health Policy | Biomedical Engineering | Industrial and Manufacturing Engineering | Education | Psychology (all) | Pharmacology (medical)",Unknown,NOT_FOUND,NOT_INDEXED_IN_GS,No employment data listed in ORCID,Male,HYBRID_MED_TECH | Male
The importance of mixed selectivity in complex cognitive tasks,10.1038/nature12160,2013,True,No data,Mattia Rigotti,first,True,New York University,US,A5081069627,0000-0001-6466-2810,88,5353,19,23,4.304347826086956,"Prefrontal cortex, Cognition, Task (project management), Computer science, Neuroscience",23685452,"Animals, Behavior, Animal, Cognition, Haplorhini, Memory",NIMH NIH HHS | NIMH NIH HHS | NIMH NIH HHS,Mattia Rigotti,"Center for Theoretical Neuroscience, Columbia University College of Physicians and Surgeons, New York, New York 10032, USA.",15731884000,Mattia Rigotti,60011605,Gatsby Charitable Foundation,93,N/A,2535094,Mattia Rigotti,0000-0001-6466-2810,22,4961,19,3391,0,"Statistics and Probability | Arts and Humanities (miscellaneous) | Civil and Structural Engineering | Signal Processing | Building and Construction | Medicine (all) | Biochemistry, Genetics and Molecular Biology (all) | Chemistry (all) | Mathematical Physics | Education | Control and Systems Engineering | Computer Science Applications | Neuroscience (miscellaneous) | Neurology | Safety Research | Human-Computer Interaction | Software | Computer Vision and Pattern Recognition | Artificial Intelligence | Cognitive Neuroscience | Electrical and Electronic Engineering | Physics and Astronomy (all) | Energy Engineering and Power Technology | Cellular and Molecular Neuroscience | Language and Linguistics | Neuroscience (all) | Theoretical Computer Science | Statistical and Nonlinear Physics | Computer Science (all) | Information Systems | Multidisciplinary | Linguistics and Language | Computer Networks and Communications",Unknown,TmHt7CwAAAAJ,neuroscience | neural networks | deep learning | machine learning | computer vision,No employment data listed in ORCID,Male,COMPUTER_SCIENCE | Male
The importance of mixed selectivity in complex cognitive tasks,10.1038/nature12160,2013,True,No data,Omri Barak,middle,False,Columbia University,US,A5031724343,0000-0002-7894-6344,106,6245,23,32,1.9090909090909092,"Prefrontal cortex, Cognition, Task (project management), Computer science, Neuroscience",23685452,"Animals, Behavior, Animal, Cognition, Haplorhini, Memory",NIMH NIH HHS | NIMH NIH HHS | NIMH NIH HHS,Omri Barak,No affiliation,14827889200,Omri Barak,60011605,Gatsby Charitable Foundation,93,N/A,34783624,NOT_FOUND_IN_SS,NO_ORCID_SS,24,5662,24,4178,0,"Multidisciplinary | Human-Computer Interaction | Ecology | Artificial Intelligence | Cognitive Neuroscience | Genetics | Control and Systems Engineering | Education | Chemistry (all) | Medicine (all) | Computer Science Applications | Signal Processing | Cellular and Molecular Neuroscience | Agricultural and Biological Sciences (all) | Ecology, Evolution, Behavior and Systematics | Modeling and Simulation | Biochemistry, Genetics and Molecular Biology (all) | Arts and Humanities (miscellaneous) | Statistics and Probability | Language and Linguistics | Molecular Biology | Computational Theory and Mathematics | Information Systems | Linguistics and Language | Computer Networks and Communications | Physiology | Physics and Astronomy (all) | Physiology (medical) | Software | Neuroscience (all) | Cardiology and Cardiovascular Medicine",Unknown,6BrZ2isAAAAJ,Theoretical Neuroscience | Computational Neuroscience,No employment data listed in ORCID,Male,BASIC_LIFE_SCIENCES | Male
The importance of mixed selectivity in complex cognitive tasks,10.1038/nature12160,2013,True,No data,Melissa R. Warden,middle,False,Massachusetts Institute of Technology,US,A5079209663,0000-0003-2240-3997,64,10104,24,30,7.6,"Prefrontal cortex, Cognition, Task (project management), Computer science, Neuroscience",23685452,"Animals, Behavior, Animal, Cognition, Haplorhini, Memory",NIMH NIH HHS | NIMH NIH HHS | NIMH NIH HHS,NOT_FOUND_IN_PM,N/A,23476074300,Melissa R. Warden,60022195,Gatsby Charitable Foundation,93,N/A,2366141,NOT_FOUND_IN_SS,NO_ORCID_SS,21,6968,21,5664,0,"Pharmacology, Toxicology and Pharmaceutics (all) | Behavioral Neuroscience | Computer Science Applications | Genetics | Cellular and Molecular Neuroscience | Cognitive Neuroscience | Multidisciplinary | Bioengineering | Endocrine and Autonomic Systems | Medicine (miscellaneous) | Electrical and Electronic Engineering | Atomic and Molecular Physics, and Optics | Neuroscience (all) | Neurology | Chemical Engineering (all) | Pharmacology (medical) | Molecular Biology | Medicine (all) | Radiology, Nuclear Medicine and Imaging | Instrumentation | Biochemistry, Genetics and Molecular Biology (all) | Psychiatry and Mental Health | Agricultural and Biological Sciences (all) | Endocrinology | Biomedical Engineering | Pharmacology | Biotechnology | Biomaterials | Immunology and Microbiology (all) | Electronic, Optical and Magnetic Materials",Unknown,SbPa_yUAAAAJ,Neuroscience,No employment data listed in ORCID,Female,BASIC_LIFE_SCIENCES | Female
The importance of mixed selectivity in complex cognitive tasks,10.1038/nature12160,2013,True,No data,Xiao‐Jing Wang,middle,False,New York University,US,A5101509100,0000-0003-3124-8474,435,40296,91,190,2.689655172413793,"Prefrontal cortex, Cognition, Task (project management), Computer science, Neuroscience",23685452,"Animals, Behavior, Animal, Cognition, Haplorhini, Memory",NIMH NIH HHS | NIMH NIH HHS | NIMH NIH HHS,NOT_FOUND_IN_PM,N/A,35209400400,SKIP,N/A,Gatsby Charitable Foundation,93,N/A,1519971010,Xiao-Jing Wang,NO_ORCID_SS,81,30764,91,31634,0,"Ecology, Evolution, Behavior and Systematics | Signal Processing | Chemistry (all) | Gastroenterology | Psychology (all) | Physiology (medical) | Sensory Systems | Energy Engineering and Power Technology | Applied Mathematics | Experimental and Cognitive Psychology | Cognitive Neuroscience | Theoretical Computer Science | Computational Theory and Mathematics | Arts and Humanities (miscellaneous) | Ecology | Agricultural and Biological Sciences (all) | Psychiatry and Mental Health | Neuroscience (all) | Biotechnology | Biophysics | Mathematical Physics | Physics and Astronomy (all) | Biological Psychiatry | Fuel Technology | Computer Science (all) | Atomic and Molecular Physics, and Optics | Immunology and Microbiology (all) | Information Systems | Pharmacology (medical) | Computer Networks and Communications | Neuropsychology and Physiological Psychology | Control and Systems Engineering | Neurology | Molecular Biology | Neuroscience (miscellaneous) | Cellular and Molecular Neuroscience | Biochemistry, Genetics and Molecular Biology (all) | Medicine (all) | Genetics | Statistics and Probability | Pharmacology, Toxicology and Pharmaceutics (all) | Condensed Matter Physics | Multidisciplinary | Mechanical Engineering | Artificial Intelligence | Modeling and Simulation | Physiology | Statistical and Nonlinear Physics",Unknown,cv-YgL0AAAAJ,Computational Neuroscience | Large-scale Modeling | Working Memory | Decision Making | Oscillation,No employment data listed in ORCID,Female,BASIC_LIFE_SCIENCES | Female
The importance of mixed selectivity in complex cognitive tasks,10.1038/nature12160,2013,True,No data,Nathaniel D. Daw,middle,False,New York University,US,A5029249257,0000-0001-5029-1430,309,37202,92,181,5.313725490196078,"Prefrontal cortex, Cognition, Task (project management), Computer science, Neuroscience",23685452,"Animals, Behavior, Animal, Cognition, Haplorhini, Memory",NIMH NIH HHS | NIMH NIH HHS | NIMH NIH HHS,NOT_FOUND_IN_PM,N/A,7005134854,Nathaniel D. Daw,60021784,Gatsby Charitable Foundation,93,N/A,1784997,NOT_FOUND_IN_SS,NO_ORCID_SS,81,29190,79,25475,0,"Chemistry (all) | Genetics | Ecology | Statistics and Probability | Control and Optimization | Psychology (miscellaneous) | Information Systems | Biological Psychiatry | Physics and Astronomy (all) | Computer Networks and Communications | Molecular Biology | Developmental Biology | Modeling and Simulation | Developmental and Educational Psychology | Arts and Humanities (miscellaneous) | Hardware and Architecture | Psychology (all) | Agricultural and Biological Sciences (all) | Signal Processing | Medicine (all) | Immunology and Microbiology (all) | Social Psychology | Neuroscience (all) | Artificial Intelligence | Education | Theoretical Computer Science | Multidisciplinary | Human-Computer Interaction | Developmental Neuroscience | Behavioral Neuroscience | Cognitive Neuroscience | Software | Linguistics and Language | Biochemistry, Genetics and Molecular Biology (all) | Neuropsychology and Physiological Psychology | Control and Systems Engineering | Computational Theory and Mathematics | Neurology | Cellular and Molecular Neuroscience | Nutrition and Dietetics | Neuroscience (miscellaneous) | Language and Linguistics | Psychiatry and Mental Health | Neurology (clinical) | Pharmacology | Applied Psychology | Computer Science Applications | Ecology, Evolution, Behavior and Systematics | Experimental and Cognitive Psychology",Unknown,BxlScrEAAAAJ,No explicit interests listed,No employment data listed in ORCID,Male,BASIC_LIFE_SCIENCES | Male
The importance of mixed selectivity in complex cognitive tasks,10.1038/nature12160,2013,True,No data,Earl K. Miller,middle,False,Massachusetts Institute of Technology,US,A5084251670,0000-0002-0582-6958,339,53414,88,176,15.2,"Prefrontal cortex, Cognition, Task (project management), Computer science, Neuroscience",23685452,"Animals, Behavior, Animal, Cognition, Haplorhini, Memory",NIMH NIH HHS | NIMH NIH HHS | NIMH NIH HHS,NOT_FOUND_IN_PM,N/A,35414970500,Earl K. Miller,60022195,Gatsby Charitable Foundation,93,N/A,2171934932,NOT_FOUND_IN_SS,NO_ORCID_SS,80,47788,78,40659,0,"Neurology (clinical) | Artificial Intelligence | Software | Psychiatry and Mental Health | Linguistics and Language | Ophthalmology | Agricultural and Biological Sciences (miscellaneous) | Biomedical Engineering | Molecular Biology | Developmental Biology | Applied Mathematics | Neuropsychology and Physiological Psychology | Theoretical Computer Science | Political Science and International Relations | Medicine (miscellaneous) | Statistics and Probability | Cell Biology | Ecology, Evolution, Behavior and Systematics | Multidisciplinary | Experimental and Cognitive Psychology | Computer Science Applications | Neurology | Radiology, Nuclear Medicine and Imaging | Cellular and Molecular Neuroscience | Ecology | History and Philosophy of Science | Physiology | Biological Psychiatry | Language and Linguistics | Physics and Astronomy (all) | Radiological and Ultrasound Technology | Computer Science (all) | Statistics, Probability and Uncertainty | Oncology | Computational Theory and Mathematics | Biochemistry, Genetics and Molecular Biology (all) | Modeling and Simulation | Arts and Humanities (miscellaneous) | Agricultural and Biological Sciences (all) | Cognitive Neuroscience | Public Health, Environmental and Occupational Health | Neuroscience (all) | Behavioral Neuroscience | Social Sciences (miscellaneous) | Chemistry (all) | Psychology (all) | Immunology and Microbiology (all) | Genetics | Anatomy | Medicine (all) | Oncology (nursing) | Education | Health Policy",Unknown,hv8jgk8AAAAJ,neuroscience | cognitive science,No employment data listed in ORCID,Male,BASIC_LIFE_SCIENCES | Male
The importance of mixed selectivity in complex cognitive tasks,10.1038/nature12160,2013,True,No data,Stefano Fusi,last,False,Columbia University,US,A5071051042,0000-0002-3035-6652,228,13154,55,110,16.185185185185187,"Prefrontal cortex, Cognition, Task (project management), Computer science, Neuroscience",23685452,"Animals, Behavior, Animal, Cognition, Haplorhini, Memory",NIMH NIH HHS | NIMH NIH HHS | NIMH NIH HHS,Stefano Fusi,No affiliation,7004269536,Stefano Fusi,60011605,Gatsby Charitable Foundation,93,N/A,1773023,Stefano Fusi,0000-0002-3035-6652,49,10941,43,8335,0,"Modeling and Simulation | Theoretical Computer Science | Computer Science Applications | Education | Psychology (all) | Artificial Intelligence | Ecology, Evolution, Behavior and Systematics | Electronic, Optical and Magnetic Materials | Medicine (all) | Statistical and Nonlinear Physics | Computer Vision and Pattern Recognition | Control and Systems Engineering | Mathematical Physics | Biophysics | Neuroscience (all) | Genetics | Biomedical Engineering | Language and Linguistics | Instrumentation | Biochemistry, Genetics and Molecular Biology (all) | Sensory Systems | Computational Theory and Mathematics | Physiology | Cognitive Neuroscience | Linguistics and Language | Electrical and Electronic Engineering | Neuropsychology and Physiological Psychology | Applied Mathematics | Information Systems | Control and Optimization | Signal Processing | Cellular and Molecular Neuroscience | Arts and Humanities (miscellaneous) | Hardware and Architecture | Biotechnology | Neurology | Experimental and Cognitive Psychology | Neuroscience (miscellaneous) | Engineering (all) | Computer Science (all) | Statistics and Probability | Chemistry (all) | Ecology | Multidisciplinary | Human-Computer Interaction | Condensed Matter Physics | Software | Molecular Biology | Physiology (medical) | Physics and Astronomy (all) | Computer Networks and Communications",Unknown,ojfX4RwAAAAJ,Theoretical Neuroscience | Neuroscience,No employment data listed in ORCID,Male,BASIC_LIFE_SCIENCES | Male
PAR1 Is a Matrix Metalloprotease-1 Receptor that Promotes Invasion and Tumorigenesis of Breast Cancer Cells,10.1016/j.cell.2004.12.018,2005,True,No data,Adrienne Boire,first,False,Molecular Oncology (United States),US,A5051077715,0000-0002-9029-1248,230,8413,37,63,6.925925925925926,"Biology, Stromal cell, Cancer research, Receptor, Matrix metalloproteinase",15707890,"Animals, Binding Sites, Breast Neoplasms, Calcium Signaling, Carcinoma",NHLBI NIH HHS,Adrienne Boire,"Molecular Oncology Research Institute, Tufts-New England Medical Center, Boston, Massachusetts 02111, USA.",23391771200,Adrienne Boire,60015849,National Institutes of Health,45,N/A,2395401580,Adrienne Boire,NO_ORCID_SS,3,1236,34,6451,0,"Molecular Biology | Surgery | Biochemistry, Genetics and Molecular Biology (all) | Physics and Astronomy (all) | Physical and Theoretical Chemistry | Neurology | Developmental Biology | Immunology | Pathology and Forensic Medicine | Inorganic Chemistry | Cell Biology | Oncology | Biomedical Engineering | Biotechnology | Applied Microbiology and Biotechnology | Genetics (clinical) | Psychiatry and Mental Health | Catalysis | Pharmacology | Cancer Research | Spectroscopy | Biochemistry | Computer Science Applications | Pharmacology (medical) | Radiology, Nuclear Medicine and Imaging | Pulmonary and Respiratory Medicine | Immunology and Allergy | Dermatology | Organic Chemistry | Molecular Medicine | Infectious Diseases | Anesthesiology and Pain Medicine | Chemistry (all) | Genetics | Neuroscience (all) | Cellular and Molecular Neuroscience | Multidisciplinary | Neurology (clinical) | Social Sciences (all) | Bioengineering | Hematology | Medicine (all)",Unknown,JiEx4TQAAAAJ,cancer metastasis | neurobiology,No employment data listed in ORCID,Female,BASIC_LIFE_SCIENCES | Female
PAR1 Is a Matrix Metalloprotease-1 Receptor that Promotes Invasion and Tumorigenesis of Breast Cancer Cells,10.1016/j.cell.2004.12.018,2005,True,No data,Lidija Covic,middle,False,Tufts Medical Center,US,A5077617262,0000-0003-3661-8921,151,6071,42,59,0.0,"Biology, Stromal cell, Cancer research, Receptor, Matrix metalloproteinase",15707890,"Animals, Binding Sites, Breast Neoplasms, Calcium Signaling, Carcinoma",NHLBI NIH HHS,Lidija Covic,No affiliation,6603562422,Lidija Covic,60015849,National Institutes of Health,45,N/A,4267734,NOT_FOUND_IN_SS,NO_ORCID_SS,41,5948,40,5535,0,"Catalysis | Hematology | Pharmacology | Oncology | Immunology | Cardiology and Cardiovascular Medicine | Pathology and Forensic Medicine | Biochemistry | Inorganic Chemistry | Pharmacology, Toxicology and Pharmaceutics (all) | Organic Chemistry | Cancer Research | Genetics | Clinical Biochemistry | Molecular Medicine | Medicine (all) | Spectroscopy | Computer Science Applications | Hepatology | Molecular Biology | Multidisciplinary | Agricultural and Biological Sciences (miscellaneous) | History and Philosophy of Science | Neuroscience (all) | Biochemistry, Genetics and Molecular Biology (all) | Physical and Theoretical Chemistry | Dermatology | Gastroenterology | Physiology (medical) | Cell Biology | Physiology",Unknown,Hl_oLiUAAAAJ,No explicit interests listed,No employment data listed in ORCID,Female,BASIC_LIFE_SCIENCES | Female
PAR1 Is a Matrix Metalloprotease-1 Receptor that Promotes Invasion and Tumorigenesis of Breast Cancer Cells,10.1016/j.cell.2004.12.018,2005,True,No data,Anika Agarwal,middle,False,Molecular Oncology (United States),US,A5103138715,0000-0002-8820-7297,90,2958,22,25,1.5,"Biology, Stromal cell, Cancer research, Receptor, Matrix metalloproteinase",15707890,"Animals, Binding Sites, Breast Neoplasms, Calcium Signaling, Carcinoma",NHLBI NIH HHS,Anika Agarwal,No affiliation,8506732300,Anika Agarwal,60015849,National Institutes of Health,45,N/A,4035730,A. Agarwal,NO_ORCID_SS,18,2418,14,1979,0,"Molecular Medicine | Oncology | Molecular Biology | History and Philosophy of Science | Medicine (all) | Neuroscience (all) | Pathology and Forensic Medicine | Cancer Research | Cellular and Molecular Neuroscience | Cell Biology | Biochemistry, Genetics and Molecular Biology (all) | Genetics | Immunology",Unknown,NOT_FOUND,NOT_INDEXED_IN_GS,No employment data listed in ORCID,Female,BASIC_LIFE_SCIENCES | Female
PAR1 Is a Matrix Metalloprotease-1 Receptor that Promotes Invasion and Tumorigenesis of Breast Cancer Cells,10.1016/j.cell.2004.12.018,2005,True,No data,Suzanne L. Jacques,middle,False,Molecular Oncology (United States),US,A5112470529,No data,32,3070,19,21,0.0,"Biology, Stromal cell, Cancer research, Receptor, Matrix metalloproteinase",15707890,"Animals, Binding Sites, Breast Neoplasms, Calcium Signaling, Carcinoma",NHLBI NIH HHS,NOT_FOUND_IN_PM,N/A,7101952459,SKIP,N/A,National Institutes of Health,45,N/A,10137184,NOT_FOUND_IN_SS,NO_ORCID_SS,20,3057,11,1408,0,"Medicine (all) | Hematology | Molecular Biology | Cardiology and Cardiovascular Medicine | Biophysics | Structural Biology | Organic Chemistry | Cell Biology | Biochemistry | Physiology | Genetics | Biochemistry, Genetics and Molecular Biology (all)",Unknown,NOT_FOUND,NOT_INDEXED_IN_GS,No ORCID ID,Female,BASIC_LIFE_SCIENCES | Female
PAR1 Is a Matrix Metalloprotease-1 Receptor that Promotes Invasion and Tumorigenesis of Breast Cancer Cells,10.1016/j.cell.2004.12.018,2005,True,No data,Sheida Sherifi,middle,False,Mount Auburn Hospital,US,A5082715818,No data,1,839,1,1,0.0,"Biology, Stromal cell, Cancer research, Receptor, Matrix metalloproteinase",15707890,"Animals, Binding Sites, Breast Neoplasms, Calcium Signaling, Carcinoma",NHLBI NIH HHS,Sheida Sherifi,No affiliation,16640030700,Sheida Sherifi,60026642,National Institutes of Health,45,N/A,3681492,Sheida Sherifi,NO_ORCID_SS,1,832,1,762,0,Cell Biology | Molecular Biology,Unknown,NOT_FOUND,NOT_INDEXED_IN_GS,No ORCID ID,Female,BASIC_LIFE_SCIENCES | Female
PAR1 Is a Matrix Metalloprotease-1 Receptor that Promotes Invasion and Tumorigenesis of Breast Cancer Cells,10.1016/j.cell.2004.12.018,2005,True,No data,Athan Kuliopulos,last,True,Tufts University,US,A5006545278,0000-0002-9677-8540,179,8344,54,88,0.0,"Biology, Stromal cell, Cancer research, Receptor, Matrix metalloproteinase",15707890,"Animals, Binding Sites, Breast Neoplasms, Calcium Signaling, Carcinoma",NHLBI NIH HHS,Athan Kuliopulos,No affiliation,7003704876,Athan Kuliopulos,60015849,National Institutes of Health,45,N/A,6030313,NOT_FOUND_IN_SS,NO_ORCID_SS,50,8177,50,7889,0,"Cell Biology | Physiology | Multidisciplinary | Pharmacology (medical) | Biochemistry, Genetics and Molecular Biology (all) | Physical and Theoretical Chemistry | Pathology and Forensic Medicine | Cardiology and Cardiovascular Medicine | Immunology | Pharmacology, Toxicology and Pharmaceutics (all) | Hematology | Biophysics | Agricultural and Biological Sciences (miscellaneous) | Oncology | Molecular Biology | History and Philosophy of Science | Gastroenterology | Physiology (medical) | Spectroscopy | Computer Science Applications | Chemistry (all) | Cancer Research | Organic Chemistry | Genetics | Clinical Biochemistry | Molecular Medicine | Biochemistry | Inorganic Chemistry | Neuroscience (all) | Colloid and Surface Chemistry | Medicine (miscellaneous) | Dermatology | Nutrition and Dietetics | Hepatology | Catalysis | Pharmacology | Medicine (all)",Unknown,TzNi1QoAAAAJ,No explicit interests listed,No employment data listed in ORCID,Male,BASIC_LIFE_SCIENCES | Male
